LOC108696550	LOC108696550
LOC108696552	LOC108696552
LOC108696553	LOC108696553
LOC108696555	LOC108696555
LOC108696557	LOC108696557
LOC108696560	LOC108696560
LOC108696562	LOC108696562
LOC108696564	LOC108696564
LOC108696566	LOC108696566
LOC108696568	LOC108696568
LOC108696571	LOC108696571
LOC108696573	LOC108696573
LOC108696575	LOC108696575
LOC108696576	LOC108696576
LOC108696581	LOC108696581
LOC108696583	LOC108696583
LOC108696584	LOC108696584
LOC108696587	LOC108696587
LOC108696590	LOC108696590
LOC108696597	LOC108696597
LOC108696601	LOC108696601
LOC108696606	LOC108696606
LOC108696609	LOC108696609
LOC108696619	LOC108696619
LOC108696621	LOC108696621
LOC108696623	LOC108696623
LOC108696625	LOC108696625
LOC108696629	LOC108696629
LOC108696632	LOC108696632
LOC108696633	LOC108696633
LOC108696636	LOC108696636
LOC108696637	LOC108696637
LOC108696640	LOC108696640
LOC108696641	LOC108696641
LOC108696642	LOC108696642
LOC108696643	LOC108696643
LOC108696645	LOC108696645
LOC108696646	LOC108696646
LOC108696652	LOC108696652
LOC108696656	LOC108696656
LOC108696658	LOC108696658
LOC108696664	LOC108696664
LOC108696665	LOC108696665
LOC108696667	LOC108696667
LOC108696670	LOC108696670
LOC108696673	LOC108696673
LOC108696677	LOC108696677
LOC108696680	LOC108696680
LOC108696681	LOC108696681
LOC108696683	LOC108696683
LOC108696684	LOC108696684
LOC108696685	LOC108696685
LOC108696686	LOC108696686
LOC108696690	LOC108696690
LOC108696692	LOC108696692
LOC108696694	LOC108696694
LOC108696699	LOC108696699
LOC108696700	LOC108696700
LOC108696704	LOC108696704
LOC108696707	LOC108696707
LOC108696710	LOC108696710
LOC108696711	LOC108696711
LOC108696712	LOC108696712
LOC108696713	LOC108696713
LOC108696714	LOC108696714
LOC108696717	LOC108696717
LOC108696722	LOC108696722
LOC108696725	LOC108696725
LOC108696727	LOC108696727
LOC108696729	LOC108696729
LOC108696730	LOC108696730
LOC108696733	LOC108696733
LOC108696737	LOC108696737
LOC108696738	LOC108696738
LOC108696750	LOC108696750
LOC108696751	LOC108696751
LOC108696752	LOC108696752
LOC108696753	LOC108696753
LOC108696756	LOC108696756
LOC108696757	LOC108696757
LOC108696758	LOC108696758
LOC108696760	LOC108696760
LOC108696764	LOC108696764
LOC108696765	LOC108696765
LOC108696768	LOC108696768
LOC108696771	LOC108696771
LOC108696775	LOC108696775
LOC108696776	LOC108696776
LOC108696779	LOC108696779
LOC108696783	LOC108696783
LOC108696786	LOC108696786
LOC108696787	LOC108696787
LOC108696788	LOC108696788
LOC108696791	LOC108696791
LOC108696794	LOC108696794
LOC108696795	LOC108696795
LOC108696798	LOC108696798
LOC108696800	LOC108696800
LOC108696801	LOC108696801
LOC108696802	LOC108696802
LOC108696803	LOC108696803
LOC108696804	LOC108696804
LOC108696805	LOC108696805
LOC108696809	LOC108696809
LOC108696810	LOC108696810
LOC108696814	LOC108696814
LOC108696815	LOC108696815
LOC108696816	LOC108696816
LOC108696817	LOC108696817
LOC108696818	LOC108696818
LOC108696820	LOC108696820
LOC108696821	LOC108696821
LOC108696822	LOC108696822
LOC108696823	LOC108696823
LOC108696824	LOC108696824
LOC108696825	LOC108696825
LOC108696826	LOC108696826
LOC108696827	LOC108696827
LOC108696829	LOC108696829
LOC108696830	LOC108696830
LOC108696831	LOC108696831
LOC108696832	LOC108696832
LOC108696834	LOC108696834
LOC108696842	LOC108696842
LOC108696843	LOC108696843
LOC108696845	LOC108696845
LOC108696848	LOC108696848
LOC108696851	LOC108696851
LOC108696852	LOC108696852
LOC108696855	LOC108696855
LOC108696856	LOC108696856
LOC108696863	LOC108696863
LOC108696865	LOC108696865
LOC108696872	LOC108696872
LOC108696874	LOC108696874
LOC108696876	LOC108696876
LOC108696880	LOC108696880
LOC108696881	LOC108696881
LOC108696882	LOC108696882
LOC108696883	LOC108696883
LOC108696888	LOC108696888
LOC108696889	LOC108696889
LOC108696890	LOC108696890
LOC108696892	LOC108696892
LOC108696893	LOC108696893
LOC108696895	LOC108696895
LOC108696896	LOC108696896
LOC108696898	LOC108696898
LOC108696899	LOC108696899
LOC108696900	LOC108696900
LOC108696902	LOC108696902
LOC108696903	LOC108696903
LOC108696904	LOC108696904
LOC108696906	LOC108696906
LOC108696907	LOC108696907
LOC108696913	LOC108696913
LOC108696914	LOC108696914
LOC108696915	LOC108696915
LOC108696916	LOC108696916
LOC108696917	LOC108696917
LOC108696918	LOC108696918
LOC108696919	LOC108696919
LOC108696920	LOC108696920
LOC108696921	LOC108696921
LOC108696922	LOC108696922
LOC108696924	LOC108696924
LOC108696925	LOC108696925
LOC108696926	LOC108696926
LOC108696931	LOC108696931
LOC108696932	LOC108696932
LOC108696935	LOC108696935
LOC108696938	LOC108696938
LOC108696942	LOC108696942
LOC108696943	LOC108696943
LOC108696946	LOC108696946
LOC108696947	LOC108696947
LOC108696948	LOC108696948
LOC108696949	LOC108696949
LOC108696950	LOC108696950
LOC108696951	LOC108696951
LOC108696953	LOC108696953
LOC108696957	LOC108696957
LOC108696959	LOC108696959
LOC108696960	LOC108696960
LOC108696962	LOC108696962
LOC108696969	LOC108696969
LOC108696971	LOC108696971
LOC108696974	LOC108696974
LOC108696976	LOC108696976
LOC108696977	LOC108696977
LOC108696980	LOC108696980
LOC108696982	LOC108696982
LOC108696984	LOC108696984
LOC108696985	LOC108696985
LOC108696988	LOC108696988
LOC108696989	LOC108696989
LOC108696992	LOC108696992
LOC108696993	LOC108696993
LOC108696994	LOC108696994
LOC108696996	LOC108696996
LOC108697002	LOC108697002
LOC108697003	LOC108697003
LOC108697004	LOC108697004
LOC108697006	LOC108697006
LOC108697007	LOC108697007
LOC108697009	LOC108697009
LOC108697012	LOC108697012
LOC108697013	LOC108697013
LOC108697014	LOC108697014
LOC108697017	LOC108697017
LOC108697018	LOC108697018
LOC108697019	LOC108697019
LOC108697028	LOC108697028
LOC108697031	LOC108697031
LOC108697035	LOC108697035
LOC108697038	LOC108697038
LOC108697042	LOC108697042
LOC108697043	LOC108697043
LOC108697044	LOC108697044
LOC108697048	LOC108697048
LOC108697049	LOC108697049
LOC108697050	LOC108697050
LOC108697052	LOC108697052
LOC108697053	LOC108697053
LOC108697054	LOC108697054
LOC108697055	LOC108697055
LOC108697056	LOC108697056
LOC108697057	LOC108697057
LOC108697058	LOC108697058
LOC108697059	LOC108697059
LOC108697060	LOC108697060
LOC108697061	LOC108697061
LOC108697062	LOC108697062
LOC108697065	LOC108697065
LOC108697068	LOC108697068
LOC108697071	LOC108697071
LOC108697083	LOC108697083
LOC108697094	LOC108697094
LOC108697098	LOC108697098
LOC108697103	LOC108697103
LOC108697107	LOC108697107
LOC108697110	LOC108697110
LOC108697112	LOC108697112
LOC108697119	LOC108697119
LOC108697125	LOC108697125
LOC108697129	LOC108697129
LOC108697132	LOC108697132
LOC108697133	LOC108697133
LOC108697136	LOC108697136
